,Billboard Chart Date,Title,Artist,Year,Spotify Song ID,Spotify Popularity Rating,Number of Weeks In Top 100
468,2013-02-09,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,7tpFQqIXoYEzt4MFVZBCUg,39.0,17
469,2013-02-02,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,7tpFQqIXoYEzt4MFVZBCUg,39.0,16
470,2013-01-26,Locked Out Of Heaven,Bruno Mars,2013,5WlVx0a6VedSJ60JFYpRBp,56.0,15
471,2013-01-19,Locked Out Of Heaven,Bruno Mars,2013,5WlVx0a6VedSJ60JFYpRBp,56.0,14
472,2013-01-12,Locked Out Of Heaven,Bruno Mars,2013,5WlVx0a6VedSJ60JFYpRBp,56.0,13
473,2013-01-05,Locked Out Of Heaven,Bruno Mars,2013,5WlVx0a6VedSJ60JFYpRBp,56.0,12
474,2012-12-29,Locked Out Of Heaven,Bruno Mars,2012,3w3y8KPTfNeOKPiqUTakBh,79.0,11
475,2012-12-22,Locked Out Of Heaven,Bruno Mars,2012,3w3y8KPTfNeOKPiqUTakBh,79.0,10
476,2012-12-15,Diamonds,Rihanna,2012,1z9kQ14XBSN0r2v6fx4IdG,66.0,10
477,2012-12-08,Diamonds,Rihanna,2012,1z9kQ14XBSN0r2v6fx4IdG,66.0,9
478,2012-12-01,Diamonds,Rihanna,2012,1z9kQ14XBSN0r2v6fx4IdG,66.0,8
479,2012-11-24,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,21
480,2012-11-17,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,20
481,2012-11-10,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,19
482,2012-11-03,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,18
483,2012-10-27,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,17
484,2012-10-20,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,16
485,2012-10-13,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,15
486,2012-10-06,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,14
487,2012-09-29,One More Night,Maroon 5,2012,4XNrMwGx1SqP01sqkGTDmo,68.0,13
488,2012-09-22,We Are Never Ever Getting Back Together,Taylor Swift,2012,7AEAGTc8cReDqcbPoY9gwo,65.0,5
489,2012-09-15,Whistle,Flo Rida,2012,3bC1ahPIYt1btJzSSEyyrF,76.0,16
490,2012-09-08,We Are Never Ever Getting Back Together,Taylor Swift,2012,7AEAGTc8cReDqcbPoY9gwo,65.0,3
491,2012-09-01,We Are Never Ever Getting Back Together,Taylor Swift,2012,7AEAGTc8cReDqcbPoY9gwo,65.0,2
492,2012-08-25,Whistle,Flo Rida,2012,3bC1ahPIYt1btJzSSEyyrF,76.0,13
493,2012-08-18,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,24
494,2012-08-11,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,23
495,2012-08-04,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,22
496,2012-07-28,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,21
497,2012-07-21,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,20
498,2012-07-14,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,19
499,2012-07-07,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,18
500,2012-06-30,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,17
501,2012-06-23,Call Me Maybe,Carly Rae Jepsen,2012,3TGRqZ0a2l1LRblBkJoaDx,69.0,16
502,2012-06-16,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,22
503,2012-06-09,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,21
504,2012-06-02,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,20
505,2012-05-26,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,19
506,2012-05-19,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,18
507,2012-05-12,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,17
508,2012-05-05,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,16
509,2012-04-28,Somebody That I Used To Know,Gotye Featuring Kimbra,2012,1wSTaIg1XHXAmyMhpZXnpW,61.0,15
510,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
511,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
512,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
513,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
514,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
515,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
516,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
517,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
518,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
519,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
520,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
521,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
522,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
523,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
524,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
525,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
526,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
527,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
528,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
529,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
530,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
531,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,17
532,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,16
533,2012-01-14,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,18
534,2012-01-07,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,17
535,2011-12-31,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,13
536,2011-12-24,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,12
537,2011-12-17,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,11
538,2011-12-10,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,10
539,2011-12-03,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,9
540,2011-11-26,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,8
541,2011-11-19,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,7
542,2011-11-12,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,6
543,2011-11-05,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,16
544,2011-10-29,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,15
545,2011-10-22,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,14
546,2011-10-15,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,13
547,2011-10-08,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,14
548,2011-10-01,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,13
549,2011-09-24,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,12
550,2011-09-17,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,9
551,2011-09-10,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,10
552,2011-09-03,Last Friday Night (T.G.I.F.),Katy Perry,2011,3B7JBftBzVvhtNTVOEjdWM,49.0,13
553,2011-08-27,Last Friday Night (T.G.I.F.),Katy Perry,2011,3B7JBftBzVvhtNTVOEjdWM,49.0,12
554,2011-08-20,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,20
555,2011-08-13,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,19
556,2011-08-06,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,18
557,2011-07-30,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,17
558,2011-07-23,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,16
559,2011-07-16,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,15
560,2011-07-09,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2011,4QNpBfC0zvjKqPJcyqBy9W,79.0,13
561,2011-07-02,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,24
562,2011-06-25,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,23
563,2011-06-18,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,22
564,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
565,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
566,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
567,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
568,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
569,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
570,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
571,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
572,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
573,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
574,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
575,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
576,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,17
577,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,16
578,2012-01-14,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,18
579,2012-01-07,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,17
580,2011-12-31,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,13
581,2011-12-24,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,12
582,2011-12-17,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,11
583,2011-12-10,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,10
584,2011-12-03,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,9
585,2011-11-26,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,8
586,2011-11-19,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,7
587,2011-11-12,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,6
588,2011-11-05,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,16
589,2011-10-29,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,15
590,2011-10-22,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,14
591,2011-10-15,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,13
592,2011-10-08,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,14
593,2011-10-01,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,13
594,2011-09-24,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,12
595,2011-09-17,Someone Like You,Adele,2011,4kflIGfjdZJW4ot2ioixTB,80.0,9
596,2011-09-10,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,5d63e8JNRbvshRK9zu8HGG,38.0,10
597,2011-09-03,Last Friday Night (T.G.I.F.),Katy Perry,2011,3B7JBftBzVvhtNTVOEjdWM,49.0,13
598,2011-08-27,Last Friday Night (T.G.I.F.),Katy Perry,2011,3B7JBftBzVvhtNTVOEjdWM,49.0,12
599,2011-08-20,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,20
600,2011-08-13,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,19
601,2011-08-06,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,18
602,2011-07-30,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,17
603,2011-07-23,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,16
604,2011-07-16,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011,0IkKz2J93C94Ei4BvDop7P,68.0,15
605,2011-07-09,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2011,4QNpBfC0zvjKqPJcyqBy9W,79.0,13
606,2011-07-02,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,24
607,2011-06-25,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,23
608,2011-06-18,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,22
609,2011-06-11,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,21
610,2011-06-04,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,20
611,2011-05-28,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,19
612,2011-05-21,Rolling In The Deep,Adele,2011,1CkvWZme3pRgbzaxZnTl5X,76.0,18
613,2011-05-14,E.T.,Katy Perry Featuring Kanye West,2011,664fvVG2C15AoBlbmpig3p,39.0,12
614,2011-05-07,E.T.,Katy Perry Featuring Kanye West,2011,664fvVG2C15AoBlbmpig3p,39.0,11
615,2011-04-30,S&M,Rihanna Featuring Britney Spears,2011,4sjiIpEv617LDXaidKioOI,90.0,14
616,2011-04-23,E.T.,Katy Perry Featuring Kanye West,2011,664fvVG2C15AoBlbmpig3p,39.0,9
617,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
618,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
619,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
620,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
621,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
622,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
623,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
624,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
625,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
626,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
627,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
628,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
629,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
630,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
631,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
632,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
633,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
634,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
635,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
636,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
637,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
638,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
639,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
640,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
641,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,17
642,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,16
643,2012-01-14,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,18
644,2012-01-07,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,17
645,2011-12-31,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,13
646,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
647,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
648,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
649,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
650,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
651,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
652,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
653,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
654,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
655,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
656,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
657,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
658,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,17
659,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,16
660,2012-01-14,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,18
661,2012-01-07,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,17
662,2011-12-31,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,13
663,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
664,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
665,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
666,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
667,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
668,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
669,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
670,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
671,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
672,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
673,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
674,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
675,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,17
676,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,16
677,2012-01-14,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,18
678,2012-01-07,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,17
679,2012-04-21,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,16
680,2012-04-14,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,15
681,2012-04-07,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,14
682,2012-03-31,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,13
683,2012-03-24,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,12
684,2012-03-17,We Are Young,fun. Featuring Janelle Monae,2012,7a86XRg84qjasly9f6bPSD,73.0,11
685,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,10
686,2012-03-03,Part Of Me,Katy Perry,2012,1nZzRJbFvCEct3uzu04ZoL,72.0,1
687,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,8
688,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,35a4Kzyo9XY4FI9FaSIzzF,53.0,7
689,2012-02-11,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,22
690,2012-02-04,Set Fire To The Rain,Adele,2012,6qFnAsON1WA0q96PjTlgot,45.0,21
691,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,17
692,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris,2012,3t4HeVfURZ5DuqMWz0Cmqg,61.0,16
693,2012-01-14,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,18
694,2012-01-07,Sexy And I Know It,LMFAO,2012,2rVWttrvE2kUeFUCHyuyLR,38.0,17
695,2011-12-31,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,13
696,2011-12-24,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,12
697,2011-12-17,We Found Love,Rihanna Featuring Calvin Harris,2011,6qn9YLKt13AGvpq9jfO8py,76.0,11
